3.499999940395355225e-01,1.391666680574417114e-01,1.483333408832550049e-01,8.249999582767486572e-02,2.441666573286056519e-01,2.008333504199981689e-01,1.891666948795318604e-01,1.933333426713943481e-01,2.224999964237213135e-01,1.491666734218597412e-01
9.666667133569717407e-02,1.891666948795318604e-01,1.991666704416275024e-01,1.175000071525573730e-01,1.141666769981384277e-01,1.266666650772094727e-01,1.541666686534881592e-01,1.341666728258132935e-01,1.400000154972076416e-01,1.408333480358123779e-01
1.700000166893005371e-01,1.341666728258132935e-01,2.058333456516265869e-01,1.941666752099990845e-01,1.700000017881393433e-01,2.308333367109298706e-01,1.375000029802322388e-01,2.025000154972076416e-01,1.891666948795318604e-01,1.525000035762786865e-01
1.658333390951156616e-01,1.875000000000000000e-01,1.800000071525573730e-01,1.758333444595336914e-01,2.016666829586029053e-01,1.708333492279052734e-01,1.641666591167449951e-01,1.733333468437194824e-01,1.933333575725555420e-01,1.966666877269744873e-01
1.708333492279052734e-01,1.341666728258132935e-01,1.799999922513961792e-01,1.550000011920928955e-01,2.808333337306976318e-01,2.166666686534881592e-01,1.925000250339508057e-01,1.675000190734863281e-01,1.683333367109298706e-01,1.708333492279052734e-01
1.916666775941848755e-01,1.950000226497650146e-01,1.825000047683715820e-01,1.800000071525573730e-01,1.641666591167449951e-01,1.733333319425582886e-01,1.383333504199981689e-01,1.608333289623260498e-01,1.925000250339508057e-01,1.624999940395355225e-01
1.800000071525573730e-01,1.166666746139526367e-01,1.933333426713943481e-01,1.500000059604644775e-01,1.583333313465118408e-01,1.750000119209289551e-01,1.808333396911621094e-01,1.749999970197677612e-01,1.616666764020919800e-01,1.708333492279052734e-01
2.358333617448806763e-01,1.416666805744171143e-01,1.783333569765090942e-01,1.825000047683715820e-01,1.333333402872085571e-01,1.150000095367431641e-01,1.749999970197677612e-01,1.774999946355819702e-01,2.008333206176757812e-01,1.666666716337203979e-01
1.841666847467422485e-01,1.574999988079071045e-01,1.641666591167449951e-01,1.758333593606948853e-01,1.525000035762786865e-01,1.341666728258132935e-01,1.533333361148834229e-01,1.766666769981384277e-01,1.983333528041839600e-01,2.058333456516265869e-01
2.216666638851165771e-01,1.483333408832550049e-01,1.583333313465118408e-01,1.458333432674407959e-01,1.875000000000000000e-01,1.841666698455810547e-01,1.658333390951156616e-01,1.766666769981384277e-01,1.916666775941848755e-01,2.191666811704635620e-01
