5.958333611488342285e-02,2.762500047683715820e-01,6.569444388151168823e-02,5.097222328186035156e-02,7.750000059604644775e-02,6.430555880069732666e-02,7.305555790662765503e-02,5.694444477558135986e-02,4.986111074686050415e-02,9.111111611127853394e-02,6.625000387430191040e-02,7.638888806104660034e-02,5.861110985279083252e-02,6.097222492098808289e-02,5.611111223697662354e-02,8.138889074325561523e-02,9.236110746860504150e-02,6.472222506999969482e-02,8.319444954395294189e-02,9.069444984197616577e-02,5.791667103767395020e-02,3.750000149011611938e-02,4.055555909872055054e-02,4.666666686534881592e-02,4.152777791023254395e-02,6.277777999639511108e-02,2.390277832746505737e-01,3.430555760860443115e-02,4.180555790662765503e-02,4.152777791023254395e-02
2.831944525241851807e-01,1.058333367109298706e-01,5.180555954575538635e-02,4.458333551883697510e-02,6.527777761220932007e-02,7.069443911314010620e-02,8.666667342185974121e-02,1.263888925313949585e-01,5.944444611668586731e-02,9.000000357627868652e-02,6.541667133569717407e-02,6.694445013999938965e-02,5.888889357447624207e-02,5.902777984738349915e-02,5.861110985279083252e-02,8.319444954395294189e-02,7.527778297662734985e-02,5.666666850447654724e-02,7.208333909511566162e-02,1.462499946355819702e-01,1.334722191095352173e-01,7.819444686174392700e-02,4.250000044703483582e-02,4.986111819744110107e-02,4.805555939674377441e-02,7.180555909872055054e-02,9.749999642372131348e-02,2.386111021041870117e-01,4.527777805924415588e-02,4.250000044703483582e-02
5.972222238779067993e-02,5.208332836627960205e-02,4.680555313825607300e-02,4.652777686715126038e-02,4.847222194075584412e-02,5.638889223337173462e-02,5.958333611488342285e-02,4.777777567505836487e-02,4.402778297662734985e-02,8.680555224418640137e-02,4.555555433034896851e-02,6.152777746319770813e-02,4.722222313284873962e-02,5.361111462116241455e-02,5.305555835366249084e-02,5.999999865889549255e-02,6.666667014360427856e-02,5.916666984558105469e-02,7.722222059965133667e-02,5.027777701616287231e-02,5.444444715976715088e-02,2.944444678723812103e-02,3.750000149011611938e-02,4.583333432674407959e-02,4.152777791023254395e-02,6.902778148651123047e-02,4.555555433034896851e-02,3.638888895511627197e-02,4.680555313825607300e-02,5.319444835186004639e-02
4.986111074686050415e-02,4.833333566784858704e-02,5.013889446854591370e-02,4.347222298383712769e-02,4.430555924773216248e-02,5.930555984377861023e-02,3.930555284023284912e-02,4.180555790662765503e-02,4.194444790482521057e-02,8.486110717058181763e-02,4.666666686534881592e-02,6.027778238058090210e-02,4.569444060325622559e-02,6.055555865168571472e-02,4.291667044162750244e-02,6.374999880790710449e-02,5.861111730337142944e-02,5.597222223877906799e-02,6.819444894790649414e-02,5.000000074505805969e-02,4.527777805924415588e-02,2.805555798113346100e-02,3.486111015081405640e-02,4.027777537703514099e-02,3.763889148831367493e-02,6.722222268581390381e-02,4.763888940215110779e-02,2.277777716517448425e-02,4.319444671273231506e-02,3.666666895151138306e-02
7.111111283302307129e-02,5.944444611668586731e-02,5.263889208436012268e-02,5.055555328726768494e-02,1.190277859568595886e-01,2.705555558204650879e-01,6.041666865348815918e-02,6.069444492459297180e-02,5.624999850988388062e-02,5.666666850447654724e-02,6.305555254220962524e-02,1.191666722297668457e-01,1.500000059604644775e-01,5.375000089406967163e-02,7.152777910232543945e-02,9.375000000000000000e-02,1.116666719317436218e-01,1.501388996839523315e-01,1.093055531382560730e-01,6.361111998558044434e-02,5.694444477558135986e-02,3.305555507540702820e-02,4.611111059784889221e-02,4.722222313284873962e-02,4.805555194616317749e-02,5.763889476656913757e-02,5.624999850988388062e-02,4.750000312924385071e-02,3.916666656732559204e-02,4.888889193534851074e-02
5.583333596587181091e-02,7.263889163732528687e-02,5.430555343627929688e-02,4.986111819744110107e-02,2.583333253860473633e-01,5.833332985639572144e-02,5.472222343087196350e-02,5.833333358168601990e-02,5.888889357447624207e-02,5.861111730337142944e-02,5.708333477377891541e-02,9.347222000360488892e-02,7.222222536802291870e-02,6.347222626209259033e-02,6.916666775941848755e-02,9.277777373790740967e-02,8.749999850988388062e-02,9.833333641290664673e-02,9.236111491918563843e-02,6.361111998558044434e-02,5.416666343808174133e-02,4.930555820465087891e-02,3.361111134290695190e-02,5.222222208976745605e-02,5.597222223877906799e-02,5.555555969476699829e-02,5.736111104488372803e-02,3.888889029622077942e-02,4.263889417052268982e-02,4.749999940395355225e-02
6.763889640569686890e-02,8.694444596767425537e-02,4.916666820645332336e-02,5.263888835906982422e-02,6.805556267499923706e-02,5.986111611127853394e-02,6.277777999639511108e-02,2.747222185134887695e-01,3.930555656552314758e-02,8.624999970197677612e-02,6.027777493000030518e-02,6.777777522802352905e-02,5.430555343627929688e-02,5.652777850627899170e-02,5.666666850447654724e-02,7.652778178453445435e-02,7.930555194616317749e-02,5.458333343267440796e-02,7.041666656732559204e-02,1.126388907432556152e-01,6.777778267860412598e-02,1.380555629730224609e-01,3.597222268581390381e-02,4.055555164813995361e-02,4.597222432494163513e-02,7.222222536802291870e-02,7.944444566965103149e-02,4.527777805924415588e-02,4.597222432494163513e-02,3.611111268401145935e-02
5.944444611668586731e-02,1.083333417773246765e-01,5.027778074145317078e-02,4.680555313825607300e-02,5.027778074145317078e-02,6.611111760139465332e-02,2.709722220897674561e-01,4.847222194075584412e-02,4.888888821005821228e-02,9.250000119209289551e-02,5.694444477558135986e-02,9.402778744697570801e-02,6.263889372348785400e-02,5.444444715976715088e-02,5.902777612209320068e-02,6.791666895151138306e-02,6.069444492459297180e-02,6.347222626209259033e-02,7.666666805744171143e-02,1.072222217917442322e-01,1.384722292423248291e-01,3.597222268581390381e-02,3.833333402872085571e-02,3.888888657093048096e-02,4.083333164453506470e-02,7.236111164093017578e-02,1.315277814865112305e-01,3.999999910593032837e-02,4.194444790482521057e-02,5.000000074505805969e-02
4.861111193895339966e-02,5.027777701616287231e-02,5.041667073965072632e-02,4.513889178633689880e-02,5.236111581325531006e-02,5.249999836087226868e-02,5.041666328907012939e-02,4.722222313284873962e-02,4.333334043622016907e-02,7.805556058883666992e-02,4.347222298383712769e-02,5.180555954575538635e-02,4.374999925494194031e-02,5.652777850627899170e-02,4.611111059784889221e-02,6.125000119209289551e-02,6.236111000180244446e-02,5.833333358168601990e-02,6.486111134290695190e-02,4.722222313284873962e-02,5.791667103767395020e-02,2.638888917863368988e-02,4.597222432494163513e-02,4.500000178813934326e-02,4.458333551883697510e-02,7.972222566604614258e-02,4.569444805383682251e-02,2.875000052154064178e-02,4.152778163552284241e-02,4.444444552063941956e-02
8.124999701976776123e-02,8.847223222255706787e-02,8.388889580965042114e-02,7.305555790662765503e-02,6.277777999639511108e-02,6.972222030162811279e-02,7.208333909511566162e-02,7.861111313104629517e-02,7.208333909511566162e-02,8.611112833023071289e-02,8.263888955116271973e-02,6.236111745238304138e-02,5.458333343267440796e-02,8.361110836267471313e-02,7.874999940395355225e-02,7.916667312383651733e-02,6.486111134290695190e-02,6.638889014720916748e-02,8.138889074325561523e-02,8.708333969116210938e-02,7.958333939313888550e-02,6.944444775581359863e-02,4.749999940395355225e-02,8.666667342185974121e-02,7.486111670732498169e-02,8.805556595325469971e-02,8.111111819744110107e-02,6.027778238058090210e-02,5.458333343267440796e-02,7.736111432313919067e-02
